LandContour,GarageYrBlt,FullBath,BsmtFinSF1,TotRmsAbvGrd,ExterQual,OpenPorchSF,Heating,Condition2,OverallQual,GarageCars,KitchenQual,KitchenAbvGr,2ndFlrSF,CentralAir,BsmtQual,TotalBsmtSF,Fireplaces,SalePrice
1,1979.0,1,282,5,3,312,2,3,6,2,3,1,0,2,3,981,0,143250
1,1950.0,1,0,7,3,27,2,3,5,2,3,1,0,2,3,0,0,98300
1,1953.0,1,500,5,3,0,2,3,6,2,3,1,0,2,3,1094,2,155000
1,1966.0,1,0,7,3,124,2,3,6,2,3,1,788,2,3,756,1,155000
1,2005.0,1,131,3,3,0,2,3,4,0,3,1,0,2,2,630,0,84500
1,2007.0,2,0,7,2,0,2,3,7,2,2,1,843,2,2,813,0,205950
1,1940.0,1,0,7,3,0,2,3,4,1,3,1,755,2,3,755,1,108000
1,1996.0,2,0,7,2,120,2,3,7,2,2,1,807,2,2,880,1,191000
1,1906.0,1,0,7,3,0,2,3,6,1,3,1,713,2,3,756,0,135000
1,1995.0,2,1696,7,2,46,2,3,8,3,2,1,0,2,2,2109,1,350000
1,1971.0,1,0,6,3,0,2,3,6,1,3,1,567,2,3,525,0,88000
1,1959.0,1,806,5,2,0,2,3,5,1,2,1,0,2,3,1053,0,145500
3,1931.0,1,0,6,3,0,2,3,7,1,3,1,651,2,2,776,1,149000
1,1948.0,1,0,6,3,0,2,3,6,1,3,1,546,2,3,912,1,97500
1,1968.0,1,637,7,3,0,2,3,5,2,3,1,0,2,3,1486,0,167000
1,1976.0,2,0,7,3,113,2,3,7,2,3,1,793,2,2,793,1,197900
1,1994.0,2,1361,8,2,76,2,3,8,3,2,1,762,2,2,1629,1,402000
1,1968.0,1,0,5,3,0,2,3,6,2,3,1,0,2,4,1392,2,110000
1,1974.0,2,920,6,3,0,2,3,4,2,3,1,0,2,2,1138,0,137500
1,2005.0,1,1721,8,2,267,2,3,8,3,1,1,0,2,1,2077,1,423000
1,2000.0,2,0,7,2,124,2,3,8,2,2,1,482,2,2,1406,1,230500
1,1965.0,2,187,7,3,265,2,3,6,2,3,1,915,2,2,1021,1,129000
1,1994.0,2,1138,7,3,42,2,3,6,2,2,1,0,2,2,1408,1,193500
2,1999.0,1,988,6,3,0,2,3,5,2,3,1,0,2,3,1188,1,168000
1,1922.0,1,0,5,3,0,2,3,4,1,4,1,0,2,4,700,1,137500
1,2005.0,2,193,7,2,35,2,3,6,2,2,1,738,2,2,738,0,173500
1,1930.0,2,551,6,3,0,2,3,6,1,3,1,672,1,3,672,0,103600
1,1977.0,1,767,6,2,42,2,3,6,2,3,1,0,2,2,1208,1,165000
1,1957.0,2,1186,7,3,87,2,3,6,2,2,1,0,2,3,1477,2,257500
1,1965.0,1,892,5,3,0,2,3,6,1,3,1,0,2,3,1136,1,140000
1,1978.0,2,311,7,3,0,2,3,6,2,3,1,586,2,3,855,1,148500
1,1920.0,2,0,8,3,0,3,3,4,3,3,2,679,1,3,1095,0,87000
1,1924.0,1,0,5,2,0,2,3,5,1,2,1,0,2,3,768,0,109500
1,2008.0,2,0,7,2,82,2,3,8,3,2,1,0,2,1,2046,1,372500
1,1963.0,1,827,5,3,0,2,3,5,2,3,1,0,2,3,988,0,128500
1,1980.0,2,543,5,3,0,2,3,6,1,3,1,0,2,2,923,1,143000
2,1968.0,1,182,6,3,0,2,3,5,1,3,1,672,2,3,793,0,159434
3,1996.0,1,1003,6,3,0,2,3,6,2,2,1,0,2,2,1291,1,173000
1,2002.0,2,1059,7,2,45,2,3,9,3,2,1,0,2,2,1626,1,285000
1,1998.0,2,0,7,2,81,2,3,7,2,3,1,644,2,2,1195,0,221000
1,1984.0,2,828,6,2,0,2,3,7,2,2,1,900,2,2,1190,1,207500
1,2007.0,3,0,7,2,105,2,3,7,2,2,1,887,2,2,874,0,227875
1,2004.0,2,239,4,2,60,2,3,7,2,2,1,551,2,2,551,0,148800
3,2007.0,2,945,7,2,0,2,3,8,2,2,1,0,2,2,1419,1,392000
1,2005.0,2,20,6,2,28,2,3,6,2,2,1,0,2,2,1362,1,194700
1,2004.0,1,697,3,2,0,2,3,6,2,2,1,0,2,2,848,1,141000
1,1994.0,3,1455,10,1,50,2,3,10,3,1,1,1872,2,1,2444,2,755000
1,1989.0,2,965,9,2,27,2,3,7,2,2,1,1281,2,2,1210,2,335000
1,1968.0,1,0,4,3,0,2,3,5,1,3,1,0,2,3,1073,0,108480
1,1995.0,1,0,5,3,0,2,3,5,2,3,1,472,2,3,927,0,141500
1,1987.0,2,980,5,3,0,2,3,6,2,2,1,0,2,2,1112,1,176000
1,1921.0,1,616,4,3,0,2,3,5,1,3,1,0,2,3,616,0,89000
1,1952.0,1,210,6,3,0,2,3,5,1,3,1,0,2,1,980,0,123500
1,1973.0,1,553,5,3,144,2,3,5,1,3,1,0,2,3,894,1,138500
1,2004.0,2,16,5,2,158,2,3,7,2,2,1,0,2,2,1391,0,196000
1,2002.0,2,1274,7,2,78,2,3,8,3,2,1,0,2,1,1800,1,312500
1,1969.0,1,0,6,3,0,2,3,7,2,3,1,0,2,3,1164,0,140000
1,2006.0,2,0,10,1,100,2,3,8,3,1,1,1312,2,1,1234,1,361919
1,1999.0,2,0,8,3,0,2,3,5,2,2,2,780,2,2,360,1,140000
1,2004.0,2,712,7,2,35,2,3,7,2,2,1,0,2,2,1473,0,213000
1,2005.0,2,0,7,4,0,2,3,4,0,4,2,720,1,3,0,0,55000
4,1971.0,2,1219,5,3,48,2,3,7,2,2,1,0,2,2,1643,2,302000
1,2006.0,2,863,6,2,38,2,3,8,2,2,1,0,2,2,1324,1,254000
1,2007.0,2,0,8,2,24,2,3,7,2,2,1,728,2,2,728,1,179540
1,1966.0,1,0,6,3,0,2,3,5,1,3,1,0,2,3,876,0,109900
1,2005.0,1,0,5,2,0,2,3,3,0,3,1,0,2,3,270,0,52000
3,1964.0,1,0,7,3,0,2,3,4,1,3,1,319,2,3,859,0,102776
3,1988.0,2,767,5,2,120,2,3,8,2,2,1,0,2,2,1228,1,189000
1,1970.0,1,789,6,3,288,3,3,4,2,3,1,0,1,3,960,0,129000
1,1976.0,2,533,6,2,44,2,3,6,2,2,1,754,2,3,725,0,130500
1,1974.0,2,0,7,3,0,2,3,6,2,3,1,0,2,2,1064,1,165000
2,1996.0,1,0,8,3,48,2,3,7,2,3,1,978,2,3,718,0,159500
1,1973.0,1,1084,5,3,0,2,3,5,2,2,1,0,2,2,1176,1,157000
1,1993.0,2,1173,9,2,154,2,3,7,3,2,1,1093,2,2,1311,1,341000
1,1969.0,1,523,5,3,0,2,3,5,1,3,1,0,2,2,971,1,128500
4,1985.0,2,1148,5,2,28,2,3,8,2,2,1,0,2,2,1742,1,275000
1,2004.0,1,662,3,2,0,2,3,6,2,2,1,0,2,2,848,0,143000
1,1994.0,1,191,5,3,0,2,3,4,2,3,1,0,2,3,864,0,124500
1,1958.0,2,0,7,3,0,2,3,4,1,3,1,473,2,3,941,0,135000
1,2007.0,2,1234,8,1,64,2,3,9,3,1,1,0,2,1,1698,1,320000
1,1989.0,1,375,5,3,0,2,3,4,2,2,1,0,2,3,864,0,120500
1,1988.0,2,808,5,2,44,2,3,6,2,2,1,0,2,2,880,1,222000
1,2007.0,2,724,6,2,0,2,3,7,2,2,1,0,2,2,1232,0,194500
1,1968.0,2,0,9,3,25,2,3,5,3,3,2,0,2,3,1584,0,110000
1,1962.0,1,152,5,3,23,2,3,4,2,3,1,0,2,3,780,0,103000
1,1995.0,2,1180,5,2,152,2,3,8,2,2,1,0,2,2,1595,1,236500
1,2003.0,2,786,6,2,22,2,3,7,2,2,1,0,2,1,868,1,187500
1,1998.0,2,252,8,2,84,2,3,7,2,2,1,878,2,2,1153,1,222500
1,1961.0,1,594,6,3,0,2,3,5,1,3,1,0,2,3,864,1,131400
1,1968.0,1,0,6,3,0,2,3,5,1,3,1,0,2,3,948,0,108000
1,1914.0,1,390,6,3,341,3,3,7,2,3,1,888,1,2,880,2,163000
1,1949.0,2,0,6,3,0,2,3,3,2,3,2,0,1,3,0,0,93500
3,2005.0,2,0,8,2,116,2,3,8,3,2,1,900,2,2,893,1,239900
1,2005.0,3,1200,5,3,0,2,3,5,0,3,1,0,2,2,1200,0,179000
1,2004.0,2,0,7,2,56,2,3,7,2,2,1,864,2,2,864,0,190000
1,1910.0,2,0,7,3,0,2,3,5,2,3,1,664,2,4,264,0,132000
1,1962.0,1,832,5,3,0,2,3,6,1,2,1,0,2,3,912,0,142000
1,2000.0,2,0,6,3,55,2,3,7,2,3,1,0,2,2,1349,0,179000
1,1997.0,2,444,6,3,0,2,3,5,2,3,1,0,2,2,520,1,175000
3,1993.0,2,733,5,2,0,2,3,8,2,2,1,0,2,2,1337,1,180000
1,1994.0,3,575,11,1,204,2,3,8,2,2,1,1540,2,3,1142,2,299800
1,2000.0,2,300,8,2,54,2,3,7,2,2,1,1276,2,2,952,1,236000
1,1950.0,1,0,8,2,0,3,3,7,4,2,1,1320,1,3,1240,1,265979
1,1996.0,2,919,7,2,56,2,3,7,2,2,1,0,2,2,1720,1,260400
1,1945.0,2,0,9,3,0,6,3,4,1,3,1,441,1,3,0,0,98000
1,2005.0,1,0,7,3,160,2,3,4,0,3,1,348,2,3,576,0,96500
1,2003.0,2,0,6,2,48,2,3,7,2,2,1,660,2,2,660,0,162000
1,1997.0,2,1200,6,3,27,2,3,6,2,2,1,0,2,2,1479,0,217000
1,2005.0,2,0,8,2,52,2,3,8,3,1,1,1060,2,2,1030,1,275500
1,1969.0,1,439,5,3,48,2,3,6,2,2,1,0,2,3,1026,0,156000
1,1999.0,2,381,6,3,24,2,3,6,2,3,1,729,2,2,729,0,172500
1,2007.0,2,20,7,2,105,2,3,8,2,2,1,902,2,2,866,0,212000
1,1978.0,2,438,6,3,0,2,3,6,2,3,1,714,2,3,672,1,158900
1,1999.0,2,549,6,3,0,2,3,7,2,3,1,744,2,2,744,0,179400
1,1995.0,2,56,9,2,98,2,3,8,3,2,1,1203,2,2,1318,1,290000
1,2008.0,1,612,5,3,0,2,3,6,1,3,1,0,2,3,864,0,127500
1,1965.0,1,405,5,3,0,2,3,5,2,4,1,0,2,3,1145,0,100000
1,2009.0,2,24,7,3,45,2,3,7,2,2,1,783,2,2,756,0,215200
1,1999.0,2,1163,8,2,128,2,3,8,3,2,1,1097,2,2,1252,1,337000
1,1995.0,1,437,6,2,30,2,3,8,2,1,1,0,2,2,1494,1,270000
1,2008.0,2,0,6,2,174,2,3,9,2,1,1,0,2,2,1498,1,264132
1,1988.0,2,394,7,3,66,2,3,7,2,3,1,734,2,2,980,1,196500
1,1989.0,2,660,7,3,0,2,3,6,1,3,1,767,2,2,983,0,160000
1,2004.0,2,24,8,2,33,2,3,7,2,2,1,0,2,2,1860,1,216837
3,2003.0,3,1416,12,1,36,2,3,8,3,1,1,1589,2,2,1650,1,538000
1,1983.0,1,685,5,3,0,2,3,5,2,3,1,0,2,2,858,0,134900
1,1951.0,1,836,6,3,0,2,3,4,2,3,1,0,2,4,836,0,102000
1,1976.0,1,422,6,3,0,2,3,6,2,3,1,0,2,3,1029,1,107000
1,1958.0,1,456,5,3,0,2,3,5,1,3,1,0,2,3,912,0,114500
1,2006.0,2,0,9,2,45,2,3,8,3,2,1,0,2,2,1935,1,395000
1,1998.0,2,866,5,3,247,2,3,6,2,3,1,0,2,1,1204,0,162000
1,2005.0,2,20,7,2,59,2,3,7,3,2,1,0,2,2,1614,0,221500
1,1974.0,1,762,5,3,0,2,3,5,2,3,1,0,2,3,864,1,142500
1,1977.0,2,0,10,3,0,2,3,5,2,3,2,0,2,3,0,2,144000
1,1977.0,1,975,4,3,0,2,3,6,2,3,1,0,2,2,975,0,135000
1,1995.0,2,0,6,3,21,2,3,7,2,3,1,0,2,2,1237,1,176000
1,1992.0,2,387,7,2,124,2,3,6,2,2,1,793,2,2,761,0,175900
1,2001.0,2,0,6,2,33,2,3,7,2,2,1,0,2,2,1413,0,187100
1,1978.0,1,1097,4,3,30,2,3,5,2,2,1,0,2,2,1097,1,165500
1,2005.0,2,0,9,3,291,2,3,6,0,3,1,742,2,3,742,1,128000
1,1967.0,2,251,7,3,0,2,3,6,2,3,1,0,2,3,1372,1,161500
1,1961.0,2,686,7,3,0,2,3,5,1,3,1,686,2,4,686,0,139000
1,2004.0,2,656,8,2,45,2,3,7,2,2,1,1128,2,2,956,0,233000
1,1954.0,1,0,4,3,0,2,3,4,1,3,1,0,2,3,901,0,107900
4,1966.0,2,568,9,3,168,2,3,6,2,2,1,1111,2,3,832,0,187500
1,2005.0,2,16,5,2,16,2,3,7,2,2,1,0,2,2,1145,1,160200
1,1976.0,1,539,5,3,0,2,3,6,2,3,1,0,2,2,1029,2,146800
1,1997.0,2,862,8,2,130,2,3,7,2,3,1,886,2,2,1117,1,269790
1,2007.0,2,0,7,2,130,2,3,8,2,2,1,0,2,2,1496,0,225000
1,1994.0,2,0,7,2,46,2,3,7,2,2,1,809,2,2,712,1,194500
1,1980.0,2,0,7,3,50,2,3,6,2,3,1,676,2,2,650,1,171000
1,1977.0,1,0,7,3,0,2,3,6,2,3,1,0,2,3,660,1,143500
1,1953.0,1,570,4,3,0,2,3,5,1,3,1,0,2,3,773,0,110000
1,2009.0,3,0,11,1,78,2,3,9,3,1,1,1174,2,1,1926,2,485000
1,1939.0,1,569,7,3,0,2,3,5,1,2,1,787,2,2,731,2,175000
3,1997.0,2,462,8,3,114,2,3,6,2,2,1,1072,2,2,616,0,200000
1,1957.0,1,197,5,3,0,2,3,4,2,3,1,0,2,3,1196,0,109900
1,2005.0,2,648,7,2,18,2,3,7,2,2,1,728,2,2,728,1,189000
1,2009.0,3,0,12,1,170,2,3,9,3,1,1,1088,2,1,1734,1,582933
1,1954.0,1,812,5,3,0,2,3,5,1,3,1,0,2,3,936,0,118000
1,2008.0,2,0,6,2,60,2,3,7,2,1,1,0,2,2,1417,0,227680
1,1967.0,2,400,6,3,0,2,3,5,1,3,1,0,2,3,980,0,135500
1,1923.0,1,1309,6,3,312,2,3,5,2,2,1,504,2,3,1324,1,223500
1,1966.0,1,516,6,3,0,2,3,5,2,3,1,0,2,3,1024,1,159950
1,1910.0,2,0,11,3,156,2,3,5,2,3,3,1063,1,3,849,0,106000
1,1974.0,1,663,5,3,0,2,3,6,2,2,1,0,2,3,1040,1,181000
1,2004.0,1,662,4,2,0,2,3,6,2,2,1,0,2,2,848,1,144500
2,1952.0,1,0,4,4,0,2,3,5,2,4,1,0,1,3,540,0,55993
1,1958.0,1,608,7,3,0,2,3,6,1,3,1,0,2,3,1442,0,157900
1,1955.0,1,0,7,3,0,3,3,5,1,4,1,564,2,3,686,0,116000
1,1998.0,2,0,6,3,34,2,3,7,2,2,1,0,2,2,1649,0,224900
1,1954.0,1,486,4,3,0,2,3,5,1,3,1,0,2,3,1008,1,137000
1,2002.0,2,1218,7,2,59,2,3,8,3,2,1,0,2,2,1568,2,271000
1,1971.0,1,504,6,3,0,2,3,6,2,3,1,0,2,3,1010,0,155000
1,2010.0,2,733,6,2,35,2,3,7,2,2,1,0,2,2,1358,1,224000
1,2003.0,2,0,6,2,45,2,3,7,2,2,1,842,2,2,798,0,183000
2,1974.0,1,0,4,4,32,2,3,4,2,3,1,0,1,4,936,0,93000
1,2003.0,2,0,7,2,48,2,3,7,2,2,1,886,2,2,847,1,225000
1,1940.0,2,0,7,3,0,2,3,6,1,3,1,545,2,3,778,1,139500
1,2006.0,2,0,7,2,140,2,3,8,2,2,1,0,2,2,1489,1,232600
1,2007.0,2,1636,7,1,45,2,6,10,3,1,1,0,2,1,2078,1,385000
1,2005.0,1,784,5,3,0,2,3,5,0,2,1,0,2,3,784,0,109500
1,2001.0,2,20,6,2,39,2,3,7,2,2,1,0,2,2,1454,1,189000
4,1967.0,2,249,7,3,0,2,3,5,2,3,1,966,2,3,1013,0,185000
1,2005.0,2,0,4,2,166,2,3,7,2,2,1,623,2,2,600,0,147400
1,1957.0,1,1040,6,3,0,2,3,6,2,3,1,0,2,3,1392,2,166000
1,2005.0,2,0,4,3,166,2,3,7,2,2,1,600,2,2,600,0,151000
1,2003.0,2,483,7,2,39,2,3,7,2,2,1,888,2,2,941,1,237000
1,1964.0,1,196,6,3,0,2,3,6,2,3,1,0,2,3,1516,0,167000
1,1961.0,1,572,6,3,0,2,3,5,2,3,1,0,2,3,1144,0,139950
1,1996.0,2,442,4,3,0,2,3,4,2,2,1,0,2,2,1067,0,128000
1,1948.0,1,338,5,3,116,2,3,5,2,3,1,0,2,3,1559,0,153500
1,1973.0,1,330,5,3,0,2,3,6,1,3,1,504,2,3,483,0,100000
1,1999.0,1,0,6,3,0,2,3,5,1,2,1,0,2,2,1099,0,144000
1,1946.0,1,352,6,3,0,2,3,5,1,3,1,432,2,3,768,0,130500
1,1934.0,2,156,7,3,0,2,3,6,1,4,1,672,1,3,672,0,140000
1,1983.0,2,0,8,3,78,2,3,5,2,2,1,581,2,3,650,1,157500
1,1966.0,1,312,6,3,129,2,3,6,2,3,1,0,2,3,1127,0,174900
1,2005.0,2,0,10,3,0,2,3,5,0,3,2,0,1,3,1800,0,141000
1,1949.0,1,0,7,3,0,2,3,5,3,3,1,540,2,3,876,1,153900
1,1975.0,2,1390,6,3,0,2,3,5,2,3,1,0,2,2,1390,2,171000
1,1993.0,2,513,7,2,72,2,3,7,2,2,1,769,2,2,740,1,213000
1,1972.0,1,460,5,3,0,2,3,5,1,3,1,0,2,3,864,1,133500
2,1908.0,3,0,10,3,40,2,3,6,2,3,1,1051,2,3,907,1,240000
1,1976.0,2,0,7,2,100,2,3,6,2,3,1,761,2,3,528,1,187000
1,2003.0,1,659,3,2,0,2,3,6,2,2,1,0,2,2,848,0,131500
1,2003.0,2,0,7,2,20,2,3,8,2,2,1,0,2,2,1273,1,215000
1,1941.0,2,364,7,3,0,2,3,7,1,3,1,728,2,3,918,2,164000
1,1964.0,1,564,7,3,0,2,3,6,2,3,1,0,2,3,1127,1,158000
1,1955.0,1,306,6,3,418,2,3,5,2,3,1,0,2,3,1763,1,170000
1,1962.0,1,659,6,3,104,2,3,5,1,3,1,0,2,3,1040,0,127000
4,1981.0,1,505,5,3,0,2,3,6,2,3,1,0,2,2,940,0,147000
1,1994.0,2,0,6,3,36,2,3,6,2,3,1,779,2,2,702,1,174000
1,1976.0,2,0,6,3,0,2,3,7,2,3,1,0,2,2,1090,1,152000
1,1968.0,2,619,9,3,65,2,3,6,2,2,1,1142,2,3,1054,1,250000
1,1925.0,1,0,7,2,240,2,3,7,1,2,1,514,2,3,912,1,189950
1,1965.0,1,841,6,3,0,2,3,5,2,3,1,0,2,3,1039,0,131500
1,1986.0,2,338,6,3,0,2,3,6,2,3,1,0,2,2,1040,0,152000
1,1959.0,1,1148,6,3,0,2,3,5,1,3,1,0,2,3,1148,0,132500
1,2008.0,2,0,6,2,140,2,3,7,2,2,1,0,2,1,1372,0,250580
1,1973.0,1,828,5,3,0,2,3,5,2,3,1,0,2,3,1002,0,148500
3,2007.0,2,0,6,2,80,2,3,8,3,2,1,0,2,2,1638,1,248900
1,1961.0,1,932,5,3,0,2,3,4,2,4,1,0,2,3,1040,0,129000
1,1979.0,2,0,7,3,144,2,3,5,2,3,1,720,2,3,0,1,169000
1,1993.0,2,750,8,2,90,2,3,7,2,2,1,887,2,2,1050,1,236000
1,1962.0,1,0,5,3,0,2,3,5,1,3,1,0,1,3,894,0,109500
1,1998.0,2,505,7,3,77,2,3,6,2,2,1,878,2,2,804,0,200500
1,1953.0,1,0,5,2,0,2,3,5,2,2,1,0,2,3,105,0,116000
1,1949.0,1,375,6,2,28,2,3,5,1,3,1,0,2,3,832,1,133000
1,1941.0,1,0,5,3,0,2,3,5,1,3,1,455,2,3,676,0,66500
1,2007.0,2,64,11,2,364,2,3,8,2,1,1,1426,2,2,1184,1,303477
3,1963.0,1,633,5,3,0,2,3,4,2,3,1,0,2,3,1064,0,132250
1,2004.0,2,1170,10,2,0,2,3,9,3,1,1,762,2,1,1462,1,350000
1,1987.0,1,899,6,3,0,2,3,5,2,2,1,0,2,3,1109,0,148000
1,1978.0,1,646,6,2,0,2,3,5,1,3,1,0,2,3,864,0,136500
1,2005.0,1,980,5,3,49,2,3,5,2,3,1,0,2,1,1090,0,157000
1,1990.0,2,902,7,2,36,2,3,7,2,2,1,530,2,2,1156,1,187500
1,1993.0,2,0,7,3,40,2,3,6,2,3,1,785,2,2,808,1,178000
2,1997.0,1,0,10,2,188,2,3,4,1,3,1,795,1,3,795,0,118500
1,1967.0,1,432,5,3,0,2,3,5,1,3,1,0,2,3,892,0,100000
1,1999.0,2,1238,5,2,65,2,3,9,2,2,1,0,2,1,1698,1,328900
1,2005.0,2,528,8,3,54,2,3,5,2,3,2,0,2,3,1626,0,145000
1,1955.0,1,0,8,3,0,2,3,5,1,3,1,521,2,3,816,0,135500
1,1970.0,2,351,8,2,207,2,3,8,2,2,1,0,2,3,2217,1,268000
1,1953.0,1,1024,6,3,0,2,3,6,2,3,1,0,2,3,1505,1,149500
1,2003.0,1,0,6,3,0,2,3,5,2,3,1,252,2,3,672,1,122900
1,1978.0,2,226,7,3,0,2,3,6,2,3,1,765,2,3,918,1,172500
1,1963.0,1,663,6,3,0,2,3,6,1,3,1,0,2,3,1059,0,154500
1,1954.0,1,1064,6,3,116,2,3,5,1,3,1,0,2,2,1383,1,165000
2,1979.0,2,0,8,3,0,2,3,5,2,3,2,0,2,3,0,0,118858
1,1963.0,1,400,8,3,50,2,3,6,2,3,1,813,2,3,780,1,140000
1,1936.0,1,285,6,3,28,2,3,4,1,3,1,0,1,3,951,0,106500
1,1979.0,2,0,12,3,0,2,3,5,2,3,2,1120,2,3,0,0,142953
1,2009.0,2,2188,11,1,67,2,3,9,3,1,1,0,2,1,2330,2,611657
1,1961.0,1,465,6,3,0,2,3,5,1,3,1,0,2,3,912,1,135000
1,1979.0,1,322,4,3,0,2,3,4,1,3,1,0,2,3,858,0,110000
1,1968.0,1,860,5,3,0,2,3,5,1,3,1,0,2,3,992,0,153000
1,2003.0,2,0,8,2,75,2,3,7,2,2,1,702,2,2,783,1,180000
3,2006.0,2,0,7,2,60,2,3,7,3,2,1,0,2,2,1670,1,240000
1,1967.0,1,599,6,3,0,2,3,5,1,3,1,0,2,3,876,0,125500
1,1954.0,1,354,6,3,0,2,3,5,1,3,1,0,2,3,1056,0,128000
1,2006.0,2,63,8,2,60,2,3,8,3,2,1,0,2,2,1623,1,255000
1,1936.0,1,223,6,2,0,2,3,7,1,2,1,1037,2,2,1017,1,250000
4,1983.0,1,301,5,3,0,2,3,5,2,3,1,0,2,2,864,0,131000
1,2005.0,2,0,8,2,24,2,3,6,2,2,1,742,2,2,742,1,174000
1,1960.0,2,443,12,3,0,2,3,5,2,3,2,1169,2,3,1105,0,154300
1,1978.0,1,196,5,3,0,2,3,5,1,2,1,0,2,2,1268,0,143500
1,1925.0,1,489,6,3,0,2,3,5,1,3,1,0,1,3,768,0,88000
3,1949.0,2,284,8,3,0,2,3,5,3,3,2,1001,1,3,1001,0,145000
1,2009.0,2,294,4,2,234,2,3,6,2,2,1,612,2,2,612,0,173733
1,1970.0,1,0,6,3,0,2,3,4,1,3,1,546,2,3,546,0,75000
1,1958.0,0,50,4,3,0,2,3,2,1,3,1,0,1,3,480,0,35311
1,1956.0,1,1059,6,3,0,2,3,4,1,3,1,0,2,3,1134,0,135000
1,1991.0,2,48,8,2,192,2,3,7,3,2,1,1215,2,1,1104,1,238000
1,1990.0,1,528,6,1,51,2,3,6,2,3,1,0,2,2,1184,1,176500
1,1994.0,2,814,7,2,87,2,3,6,2,2,1,785,2,2,928,0,201000
1,2005.0,2,1084,9,3,70,2,3,5,0,3,2,928,2,3,1272,0,145900
1,2005.0,2,28,6,2,0,2,3,6,2,2,1,0,2,2,1316,1,169990
1,1993.0,2,165,5,2,69,2,3,6,2,2,1,0,2,2,1604,1,193000
1,1980.0,2,625,7,3,131,2,3,6,2,3,1,0,2,2,1686,1,207500
1,1977.0,2,767,6,3,0,2,3,5,2,1,1,0,2,2,1126,0,175000
1,2003.0,2,0,10,2,100,2,3,8,3,1,1,1140,2,2,1181,1,285000
1,1968.0,2,552,9,3,43,2,3,7,2,3,1,880,2,3,832,1,176000
1,2001.0,2,0,7,2,151,2,3,8,2,1,1,0,2,2,1753,1,236500
1,1997.0,2,0,8,3,0,2,3,7,2,2,1,1243,2,2,964,1,222000
3,2007.0,2,16,7,2,18,2,3,8,3,2,1,0,2,2,1466,0,201000
1,1965.0,1,338,5,3,0,2,3,5,1,3,1,0,2,3,925,0,117500
1,2006.0,2,0,8,1,191,2,3,9,3,1,1,0,2,1,1905,1,320000
1,2004.0,2,20,6,2,36,2,3,7,2,2,1,0,2,2,1500,0,190000
3,1960.0,2,425,9,3,0,2,3,7,2,2,1,0,2,2,585,1,242000
1,1953.0,1,0,5,3,0,2,3,4,2,3,1,0,2,4,600,0,79900
1,2003.0,2,833,5,2,41,2,3,7,2,2,1,0,2,2,1176,0,184900
1,2005.0,2,341,8,2,48,2,3,7,2,2,1,858,2,2,1113,1,253000
1,2006.0,2,464,7,2,90,2,3,7,3,2,1,571,2,2,1391,0,239799
1,1940.0,2,0,10,3,0,2,3,7,1,3,1,1196,2,3,1032,2,244400
1,1976.0,2,936,8,3,0,2,3,6,2,3,2,0,2,3,1728,0,150900
1,1999.0,2,772,8,2,0,2,3,7,2,2,1,1038,2,2,992,1,214000
1,2005.0,2,1440,8,3,0,2,3,4,0,3,2,0,2,2,1440,0,150000
4,1967.0,2,0,8,3,0,2,3,5,2,3,2,0,2,3,1632,0,143000
1,1958.0,1,111,7,3,118,2,3,6,2,2,1,0,2,3,819,1,137500
1,1963.0,1,1088,7,3,0,2,3,5,2,3,1,561,2,3,1088,0,124900
1,1959.0,1,748,6,3,0,2,3,5,1,3,1,0,2,3,1144,1,143000
1,2002.0,2,1300,9,2,252,2,3,8,3,2,1,0,2,2,1616,1,270000
1,2002.0,2,0,7,2,96,2,3,7,2,2,1,840,2,2,936,1,192500
1,1972.0,1,982,5,3,0,2,3,6,2,2,1,0,2,3,1161,1,197500
1,1980.0,1,398,5,3,0,2,3,5,2,2,1,0,2,3,864,0,129000
1,1979.0,1,641,6,3,0,2,3,5,1,3,1,0,2,3,828,0,119900
1,1974.0,1,660,5,3,0,2,3,5,1,3,1,0,2,2,768,0,133900
1,1969.0,2,562,7,3,189,2,3,5,2,3,1,800,2,3,784,1,172000
1,2005.0,2,945,4,3,0,2,3,6,0,3,0,0,2,2,945,0,127500
3,1946.0,2,484,8,3,0,2,3,6,2,3,2,979,1,2,979,0,145000
1,1980.0,1,285,5,3,0,2,3,6,2,3,1,668,2,2,561,1,124000
1,1977.0,1,417,6,3,0,2,3,5,2,3,1,0,2,3,1057,0,132000
1,2003.0,2,699,6,2,39,2,3,7,2,2,1,0,2,2,1337,0,185000
1,1999.0,2,604,6,2,44,2,3,7,2,2,1,720,2,2,696,0,155000
1,2005.0,1,696,4,3,0,2,3,5,0,3,1,0,2,3,858,0,116500
1,1977.0,2,896,11,3,282,2,3,6,2,3,1,1330,2,2,1330,1,272000
1,1976.0,2,556,7,3,0,2,3,6,2,2,1,744,2,2,804,1,155000
1,2007.0,2,0,7,2,136,2,3,9,2,1,1,0,2,1,1800,0,239000
1,2002.0,2,624,8,2,40,2,3,7,2,2,1,1070,2,2,817,1,214900
1,2005.0,2,0,8,2,72,2,3,6,2,2,1,701,2,2,783,1,178900
3,1940.0,1,428,7,2,70,2,3,5,1,3,1,332,2,3,728,2,160000
1,1955.0,1,902,6,3,0,2,3,5,1,3,1,0,2,3,1098,0,135000
1,2005.0,1,0,6,3,0,4,3,3,0,3,1,368,1,3,600,0,37900
